285,246
244,349
96,460
86,897
3,706
124,260
176,489
355,591
192,739
128,914
275,401
190,585
36,232
256,505
191,133
196,877
11,473
58,708
365,344
37,200
283,393
261,59
314,616
282,907
387,42
253,295
44,844
112,112
76,800
49,300
366,278
9,777
351,867
117,148
244,554
348,727
347,41
218,62
90,133
1,709
175,254
4,851
330,348
396,639
149,45
339,315
355,580
92,538
47,810
286,123
396,267
82,776
108,101
238,430
34,271
340,641
157,376
93,88
125,689
127,874
166,898
389,522
110,513
60,389
323,979
113,152
246,595
328,786
128,998
217,162
69,589
4,26
165,529
346,690
218,305
196,416
235,217
138,145
331,231
135,286
210,280
238,688
75,366
74,804
364,923
398,865
144,234
324,710
163,702
232,213
8,661
30,675
278,800
221,609
31,588
96,241
268,566
329,743
133,636
179,529
359,210
227,304
276,751
46,672
85,110
117,693
371,747
369,650
380,422
91,811
210,387
253,878
186,214
53,119
250,865
80,642
107,739
378,983
122,656
87,408
366,5
301,538
384,702
220,764
156,911
376,366
131,861
76,717
75,562
268,158
59,948
232,966
288,210
181,642
266,69
250,864
106,384
234,290
86,54
55,675
398,863
273,729
324,750
46,31
144,514
389,203
294,453
1,614
63,582
257,761
83,307
258,189
291,492
312,10
179,767
285,977
62,958
306,586
140,152
49,716
298,39
151,592
324,552
7,388
367,696
381,482
3,239
304,695
364,616
337,743
215,622
320,477
12,658
295,985
242,144
101,940
15,853
332,140
37,971
360,4
267,141
119,671
213,623
198,577
239,767
352,854
21,504
363,433
162,858
250,204
202,584
144,418
269,908
158,306
112,550
343,779
91,262
282,304
85,512
113,356
279,897
42,900
1,5
366,563
263,448
199,97
232,375
347,701
116,537
40,628
287,783
207,779
77,322
315,394
234,661
150,346
158,424
78,192
229,44
355,524
325,987
221,757
162,601
291,878
338,931
138,226
314,146
237,991
68,784
217,534
277,367
80,236
191,359
228,452
235,415
208,360
34,61
350,997
262,41
107,801
172,846
59,686
224,728
109,924
112,526
258,190
325,571
58,148
130,318
232,797
165,40
158,600
101,508
29,764
381,168
197,753
46,56
271,470
216,580
226,528
338,85
350,695
88,840
75,818
390,907
215,356
347,5
388,48
145,17
44,526
185,841
279,432
129,950
134,145
162,761
306,332
78,88
27,966
329,334
16,319
41,863
107,420
301,95
69,846
144,513
205,530
387,116
194,716
299,560
94,61
321,0
226,631
288,885
229,249
20,77
